text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
If implement rule in which inform person that they have three warnings. If they use up all three warnings will then punch them would you think less of me? (Warnings shall be used up by insulting me in some way),2,2,,,yes,1,088bf0ed841bcc366475b3975eb1b9d2,1,-3
"If Justin Beiber was about to jump off skyscraper, % of teenage girls would panic, % would get chair, buy some popcorn, and yell /DO BACKFLIP!!/"". I'm that % who'd push him off.""",2,2,,,yes,1,6262f9ea246e00408561aa9a73c49175,1,-3
"If Murphy's law doesn't apply them explain to me: -Went to the gym -Left the gym and found out that lost my debit -Cancelled my debit card - after someone called from the gym telling me that my debit card was found there If it is not Murphy, some other rude cunt is...",1,2,3,,no,NA,47182dae9408e2c9990e7ba8f7519cb0,1,-5
If there is any musical artists out there that truly respect it would have to be Eminem. Unlike so many other rappers he actual raps about things other than just sex and drugs. He has hidden meaning behind so many of his song. He's come long way in his career. will never stop listening to his songs. Bad Meets Evil: Hell The Sequel will change rap for the better.,2,2,,,no,NA,8c393982479748c5a53acaa7a3717c71,3,-2
"If you are reading this, whether we do or don't speak often, please post comment of the first memory you have of you and me that pops into your head. When you are finished post this paragragh on your own status; you'll be suprised what people remember about you.",2,2,,,yes,1,57118d9a71e91b6568471ffbd7077415,3,-1
"If you believe in Jesus Christ put this on your wall. Don't just ignore this because the Bible says, if you deny him, he will deny you in front of his father at the gates of Heaven. This is simple test. If you loveGod and you are not ashamed then copy this to your wall.",2,2,,,yes,1,aed86a3085a364f5484679649f064467,1,-2
"If you get notification that says friend reported you to FB for being offensive or in violation of terms of service - it's hoax - don't click the link, it's virus apparently!",2,2,,,no,NA,2549774d68d7ccbcba069afb45c7e237,2,-4
"if you have bmi higher than , for the sake of those around you, please dont wear jeggings. thank you.",2,2,,,yes,1,0b12516100c16f779b152858619786ff,3,-1
"If you just walked away, what could really say? It wouldn't matter anyway. It wouldn't change how you feel.",1,1,3,mind-reading,yes,1,fbd681e79ebca2cd9509218403f23ec6,1,-1
"If you just walked away, What could really say? Would it matter anyway? Would it change how you feel?",1,2,2,,yes,1,3ac58ad39d81acfe169aadc4815effe6,1,-1
If you love me... (comment on this status) If you think I'm good friend... (like this status) :) If you hate me... (message me and tell me why) :// If you've ever had crush on me.. be honest... (poke me) If you're not scared... (post this on your status),2,2,,,yes,1,6665bcd5e5324938fdbb5ea467fb5e3f,3,-4
"Iggy and Ludwig are down. Next up is Lemmy, then I'll be done with my first page~ Three more pages of characters left to go.",2,2,,,no,NA,2fba0f9dccc84f3516d8b553426af527,1,-1
"im just a dreaaamer, i dream my life away. it's stuuck in my head! i <3 ozzy osborne :) more than any other celebrity. damn, we need to leave already :|",2,2,,,yes,2,NA,2,-2
"im just a dreaaamer, i dream my life away. it's stuuck in my head! i <3 ozzy osborne :) more than any other celebrity. damn, we need to leave already :|",2,2,,,yes,2,NA,2,-2
Im starting to think im tool ... Thats fine though ... As long as im well used and not tucked away on shelf somewhere,2,2,,,no,NA,b0e2b88d357007e73e1f12f3029a48eb,3,-1
In the middle of hour break between classes. Finishing up notes and skimming reading assignment. Blah. Might go see about testing out of couple of classes. Hmm..... Then just hanging out until English.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-2
in the morning and what have been up doing all night? Reading love stories <_< Wowwwww am pathetic XD,2,2,,,no,NA,NA,3,-2
incense...zen garden...hippies...peace signs....candles....flowers...............metallica...........,2,2,,,yes,1,97f81977a2a65e27bfc41ff2e3f6591e,1,-1
Inside every package of pre-blessed food are two tickets to Heaven. Share with family and friends to make sure you go upstairs when you fall down stairs!,2,2,,,yes,1,82e932005d8c94bb93bcb54fa19f421c,3,-1
Inside myself is place where live all alone and that's where you renew your springs that never dry up. Pearl Buck ( - ),2,2,,,yes,NA,efe4c8599376c68b5b74550e778a0b9b,1,-1
is absolutely exhausted after the gym =//// Maggie completely kicked my butt! Gonna watch The Best Little Whorehouse in Texas with mummy and Maimee < Much happier today! Happy Birthday Liz!!!,2,2,,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,4,-4
is at Uni skipping her bookbinding class and doing work. Not exactly comfortable or happy in that class. :s,2,2,,,yes,1,1b92f9f45ecf187571242e6183aed8b1,2,-2
"is bck from his very first SNB adventure. it was great, it was awesome, it was legendary. but if he wants to play in Carnegie Hall, he has to practise... too much to practise...",2,2,,,yes,1,3e61391d06340a430182ec676ed47eaf,4,-1
"is completely addicted to Battlefield Bad Company. In world of bad FPS games, the Battlefield series comes through again!",2,2,,,yes,1,5532642937eb3497a43e15dbb23a9d2d,1,-3
is confused. The symbols on the board have no logical organization as far as she can tell. Perhaps she should study DiffEq *before* coming to class next time.,2,2,,,no,NA,f65fd0385c972159743d21700c9a7887,1,-1
"Is entering into busy birthday time, here....Feb - Nickolas going to be . then Mar - Glendon going be , then Mar - Lucas, going be and finally Mar is mine.......I just age .....you are only as old as you feel.....and no you can feel me to see lol",2,2,,,yes,1,dcbe08425f5edef5e5c1053f21e83640,2,-1
"Is excited! Off to see Cats tonight!! Break a leg cast & crew!! - Saw your excellent review in the paper too, can't wait!",2,2,,,no,NA,NA,4,-1
"Is excited! Off to see Cats tonight!! Break a leg cast & crew!! - Saw your excellent review in the paper too, can't wait!",2,2,,,no,NA,NA,4,-1
"Is exhausted. hung out with Aly and Sam at the park today and then in her backyard. am soooo tired. am also excited for school! Hmmm need job, Any recommendations?",2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,4,-2
"is going to be loving going home Christmas break! Family, Christmas, basketball, Third Eye Blind concert... it is going to be wonderful.",2,2,,,yes,1,733924d2f62385907d4460bc626bd105,5,-1
is going to bed zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz pished night night everyone lov youuuuuuuuuuuuuuuuuuuuuuuu!,2,2,,,yes,1,7e450a79b8bacd420727a5dd9305f8d8,3,-1
is going to drink one large cup of coffee and then tackle the growing pile of homework.....it was nice knowing you. O_o,1,2,1,,yes,1,cea00424ced413c108d878b1a14f3316,3,-1
is going to drink one large cup of coffee and then tackle the growing pile of homework.....it was nice knowing you. O_o,1,2,1,,yes,1,cea00424ced413c108d878b1a14f3316,3,-1
"is going to school tomorrow, regardless of the fact that can only sit for about mins at time. Well, there's worse things, suppose.",2,2,,,yes,1,30723e9e5ecfe6d20e5e67d1163e3965,1,-3
"is happy to FINALLY have winter break with NO HW!!! :D (Unless I'm totally forgetting something, in which case, will thank you in advance for reminding me of what it is I've apparently forgotten...)",2,2,,,no,NA,b57dcbe1b484eb302cb9da59bf83f6a2,3,-1
"is having the most fucking wonderful week. but i guess i should cheer up, the fucking worst is yet to come",1,2,2,fortune tellung,yes,1,5532642937eb3497a43e15dbb23a9d2d,5,-5
Is having trouble sleeping because of this sunburn! You would think years of my Mummy telling me to put on sunblock would've reminded me!,2,2,,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,2,-3
"is headin to bed, gotta be up at am to get on the plane to Colorado...soooooo excited! Can't wait to see ya cuz!! =)",2,2,,,no,NA,f0d12f5b696d1a00e66f34da5c1685f5,4,-1
is in great mood for writing: cranky and sleep deprived. Now all need is the concentration needed for complete literary analysis of an Edgar Allan Poe short story and the skill to write four page paper about it.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,3,-2
Is it strange to feel shy around people you've known for years? I've been in my congregation since // and still get little nervous talking to the brothers after the meeting.,1,2,2,,no,NA,f49956142aab2ad74decfd49a103c2f1,1,-3
is it stupid feel sorry for chocolate bunny? feel like should at least eat the head to like...put it out of its misery.,2,2,,,yes,1,ca4591994c00795feecfdf8c5d96d6c9,2,-3
Is it unhealthy to eat potato chips and cookies all at the same time while watching the Food Network?,2,2,,,no,NA,2a9b90b41e9399bb331fef2582f657c3,1,-2
"is it wrong that when find out friend is in relationship my first thought is something along the lines of /I give them to months/""?""",2,2,,,yes,2,088bf0ed841bcc366475b3975eb1b9d2,2,-2
"is looking at digital cams, anyone know which is the best, dont want another big chunky nikon SLR, rather have lil digital cam :P looking at Sony Cybershot DSC-WX but if theres better one someone tellz me :)",2,2,,,yes,1,65266a09dc3d274bed54447cf4565392,2,-1
Is mad that the seventh and eighth graders get to be on the jordan volleyball team! They could have won if it weren't for them! (no offense) HAHAHAHA drank energy drinks and might pass out. YW was interesting...saw ppl doing karate didn't participate. STILL SAY DON'T MELISSA!,2,2,,,yes,2,8c393982479748c5a53acaa7a3717c71,2,-3
"is making kale pie, with kale and watercress purchased this afternoon at the Maplewood Farmer's Market (at Schlafly Bottleworks).",2,2,,,no,NA,0e3fdb89c7706b13891170ab2a9017c7,1,-1
Is off to bed and hoping that on waking his ankle doesn't hurt too much after falling doing DIY - especially as he's got tramadol and gabapentin in his system reducing pain and it'll wear off overnight,1,2,2,,yes,1,2549774d68d7ccbcba069afb45c7e237,2,-4
Is officially allegic to Christmas - developing lovely chemical burn type reaction from being spiked by tree,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,2,-2
Is professional single some who gets paid to be single? Sounds like the oppostie of prostitute to me.,2,2,,,yes,1,59e55a41159531614e8398aa6d79ca6a,2,-1
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,2,2,,,no,NA,55a72284594fdda49b22a6610b9b91d6,2,-1
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,2,2,,,no,NA,55a72284594fdda49b22a6610b9b91d6,2,-1
is really surprised that its raining again - almost as surprised as she was to realise she hadnt won the lottery again - pfft - life - full of surprises!,2,2,,,yes,1,7e450a79b8bacd420727a5dd9305f8d8,2,-1
"is sick. Also three people left the room during my speech on maggot therapy today. I'm sorry for grossing you guys out, haha. ;)",1,2,1,,yes,1,4764518d32334248e6ebbf681a18fd0c,2,-2
is smiling through her tears when she thinks of Dave Strickland joining her grandfather in heaven....both of these wonderful men are greatly missed!,1,2,2,,yes,1,cb02460576e27f95654a9a0ef548fe5b,4,-4
"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a",2,2,,,yes,1,NA,3,-1
"is SOOO EXCITED that I am moving this week!!! SOOO NOT happy about living out of boxes for the last week and a half. Its like you need a little something out of each box, and I didn't pack a lot of stuff on purpose because I thought I would need it!!! PS: the sod is down, and the house looks great!",1,2,2,,yes,1,NA,4,-1
"Is sorry for the loss of talented little boy and young man, however believe he really died over years ago. I've tried- just can't bring myself to mourn pedophile. Big hugs to all you who can look past that and hope you feel better in time.",1,2,3,,yes,1,29cda473b52e1c75fbfe958ed3aec565,3,-3
"is starting her second week at Landmark and looking forward to some good food, interesting adventures, and getting to know people and Putney better.",2,2,,,yes,1,71f9aec34db909bb7b0a5171e695edd9,2,-1
"Is there truly anything more satisfying than revenge? Hell No.. waking me up at in the fucking morning was big mistake asshole. Fuck with the Devil you get the horns enjoy your first of many dark, cold nights alone.",1,2,5,,no,NA,a00339d3cd4071e4c1fbcccb7beb0f6c,3,-3
Is thinking of timing making coffee so that its ready for when his friend drops off children so she has something to keep her going before she heads out into the snow again to get the train,2,2,,,no,NA,2549774d68d7ccbcba069afb45c7e237,2,-1
"is thinking this rain system is MALE, keep giving it directions to anywhere else and it keeps getting lost and coming back, with it's really bad pick up lines.....Go away you Drip!!!!!!!!!!!!!",1,2,2,,yes,1,dcbe08425f5edef5e5c1053f21e83640,2,-3
"is watching all the different School Days endings on YouTube, but can't find the one she wants to watch. D:",2,2,,,yes,1,eaeabcfe25866f0455d349bae2450d88,1,-1
"is watching nothing hill and he realised, that Michael Ullock is not weird, he is just an englishman... :D",2,2,,,yes,1,3e61391d06340a430182ec676ed47eaf,1,-1
is wondering if he will need to get Indigo ticket on the train this morning does anyone know if you pay for headless children?,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,1,-1
Is wondering if should go to Science Olympiad tomorrow... didn't sign up for any of the competitions though... Eh... I'll actually do something next year. No club for me. :),2,2,,,no,NA,2a9b90b41e9399bb331fef2582f657c3,2,-1
Is wondering in large explosion surely hiding in the lead lined coffin = molten lead based death? Which would mean no Sarah Jane and Jo Grant and have lead to very short series,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,1,-3
"Is wondering where he can get some green fabric to make cthuhlu suit from the tank suit he was given, and yes he is aware turning oneself into plushie outergod is wrong wrong wrong",2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,1,-2
"Is wondering why people ask tall people if they play basketball, but not ask short people if they work for Willy Wonka!",2,2,,,yes,1,7bb9346a8742de88bf2f48d622bf1057,2,-1
Is wondering why the nice people who ring you up from micrsoft to tell you you have virus called their company tidels after my mothers cat?,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,3,-1
isn't feeling really off today ='(( GIMMEHUGSPLZ! Probably seeing the dad today *sigh* but then decorating the guest room with mummyyy <,2,2,,,no,NA,NA,2,-1
"It has been eighty-eight days since that unseen catastrophe. Eighty-eight days, and still no answer as to why. still feel the reverberations even today. When will this silence end? Say the word, make request...Anything, so long as can hear that voice again.",1,2,3,,yes,1,ca4591994c00795feecfdf8c5d96d6c9,1,-4
"It is currently the Aztec month of Teotleco. If we lived in Aztec times, we would be celebrating the return of the Gods to their cities. If you were an Aztec merchant, you would likely be sacrificing great number of slaves to the god of travel, Yacatecuhtli.",2,2,,,yes,1,ca4591994c00795feecfdf8c5d96d6c9,3,-1
"It is said that the gods play games with the lives of men. But what games, and why, and the identities of the actual pawns, and what the game is, and what the rules are-who knows? Best not to speculate. Thunder rolled. . . . It rolled six.",2,2,,,yes,1,276d9dae51d0748f843b3525458ef54e,2,-1
"It so hard for me to let go of you, But I'm coming back, I'm coming back. And you are the reason that I've been waiting for...",1,2,2,,yes,1,216924ec52555944d3d64c52390b359f,1,-1
It takes seconds for food to pass from mouth to stomach. human hair can hold kg. The length of the penis is three times the length of the thumb. The femur is as hard as concrete. woman's heart beats faster than man's. Women blink twice as much as men. We use muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb,2,2,,,yes,1,29cda473b52e1c75fbfe958ed3aec565,1,-1
"It takes woman twenty years to make man of her son, and another woman twenty minutes to make fool of him.",1,2,2,,yes,1,87ab3ba2cf5dd6ef4f4807a754dd968b,1,-2
"It took me years to realise that was the only asian in all my psych classes. Now it makes sense why people always remember me... am /The Asian/"".""",2,2,,,yes,1,78d507493c70c1d8aa7df1fbffbafda8,1,-1
"it??s ok, to be gay ergo to be bohusl?!vek ergo to m??t isic do vut menzy, aneb maso prasete grilovan?? brambory dort??k malinov??ho pudingu ananasem za k?... ?? jak je kr?!sn?? coby pracuj??c?? po????vat studentsk??ch v??hod... :D",2,2,,,yes,2,3e61391d06340a430182ec676ed47eaf,2,-3
It's been THREE WEEKS! Where are my god forsaken aquarium plants!? If any of them are dead will be SO PISSED OFF. - days my ASS.,1,2,4,catastrophizing ,yes,1,07244b3fd4536a8eea069ab02057e220,2,-3
"It's Christmas. It's actually Christmas... *pinches cheek* Oof. Yeah, it's Christmas alright. :D Merry Christmas to everybody! God bless! :]",2,2,,,no,NA,439f3d6687e9826c9f511eb794b7f17a,3,-1
"It's nieces and nephews week. If you have nieces and nephews who make your life fun and are blessing in your life, copy and paste this to your status with their names: Brandon and Nathan ?",2,2,,,no,NA,3ac58ad39d81acfe169aadc4815effe6,2,-1
It's really heartbreaking when your child feels sad at school because of what other kids say to them..,1,2,3,,yes,1,bfc3de1ae3ba2894b44311621bdd26c8,1,-5
It's very nice outside. With any luck this wind will bring in another storm before the heat arrives. Goodnight.,2,2,,,yes,1,6bbc96794b1de1d531ad1168dd4da8a8,4,-2
It's your life. Whatcha gonna do? The world is watchin' you. Every day the choices you make tell who you are and what your heart beats for. It's an open door.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-1
"it`s really awkward when some college calls and starts telling you all these good things about this school, and then you tell them you`re not going to apply there.",2,2,,,yes,1,b0acac95493fc438ce56372eebde2b0e,3,-3
"Italy had it all (esp in nd half)........Pace, Passion, Passes.........but their South American opponents Paraguay were equal task.....dey held Champions draw",2,2,,,yes,1,98402a19f626c91d1795df7446906795,1,-1
"Jeepers... Got my exam timetable already... But it feels like only started uni week ago!!! Eep!!! Although, they're teaching us crisis handling skills in the weeks before the exam... Can't say we're not skilled to handle the pressure... Not sure if that's good or bad thing... :S",1,2,1,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,3,-3
"Jeez thought it was gone, you'd think your insomnia had disappeared if youd had good nights sleep for two months, but nope it's back, and this audio hallucinogenic deep sleep music and herbal sleep tea isent doin anything for it, damn insomnia",1,2,3,,yes,1,748b929276449add1cb3bb5985e85fa1,3,-2
jobs applied for and blood test booked guess its time for brew sum tunes and the lastest chronicle of thomas covenant,2,2,,,no,NA,NA,1,-1
"Jordan Garcia, you would have died of thirst and hunger if wasn't nice enough to buy you something to eat and drink.",2,2,,,yes,1,2a9b90b41e9399bb331fef2582f657c3,3,-2
"just boppin' along, reading my literature <<This ain't song for the brokenhearted>> wondering about the state of my duodenum and contemplating cranial sutures and wondering where my room went and why all my clothes are covering it up??",2,2,,,yes,1,82e932005d8c94bb93bcb54fa19f421c,1,-5
Just drove on and in San Francisco and it was my first time on the interstate and i didn't have an accident. My little gray cells are now very tired.,2,2,,,yes,1,84d1a2573b06e86b12370ce2c7563117,1,-3
"Just finished watching Jet Li's Fearless. In my opinion, it's martial arts film that's well worth watching for its themes of honor, loyalty, redemption, and determination.",2,2,,,yes,1,71f9aec34db909bb7b0a5171e695edd9,2,-1
Just finished with Bountiful baskets this morning and Caden's birthday party...So happy that couple of his class mates came...it really made ihis day to have his cousins and friends here...:),2,2,,,no,NA,bfc3de1ae3ba2894b44311621bdd26c8,2,-1
"Just got Black Ops. If anyone wants to play, got PS and my name on there is /LowArtGloominati/"". Thanks to those who wished me happy birthday and thanks to anymore who wish me it in the coming hours of today.""",2,2,,,yes,1,8203a6773a849317241320a1f58ff9c7,2,-2
"Just got home from MEPS!!!! passed my physical and am qualified for military service :) Now im going to walk the lake with Leighanne, and she's bringing Dana!",2,2,,,yes,1,23cbbe03a89344129e1a6d8419a66d23,3,-1
"just got stuck on the highway in Torrential downpour and so windy could see not even feet in front of the vehicle, sooo scary!!! Im done for the weekend! Think that will just stay home!!",2,2,,,yes,1,cfb021cfbff46ffdb75c7dcafe7c2087,2,-5
just had an encounter with what was the largest arachnid she's every seen!!! She's scared to put her feet on the floor for more than seconds for fear that it would come back from the dead and crawl on them or bite them. O_O,1,2,4,,yes,1,cea00424ced413c108d878b1a14f3316,2,-4
just had an encounter with what was the largest arachnid she's every seen!!! She's scared to put her feet on the floor for more than seconds for fear that it would come back from the dead and crawl on them or bite them. O_O,1,2,4,,yes,1,cea00424ced413c108d878b1a14f3316,2,-4
JUST HAD AN EPIPHANY...I SHOULD OPEN MY OWN RESTAURANT WITH ALL CAN EAT BACON BUFFET AND EVERYTHING BACON...EVEN THE DESSERTS!!!!!,2,2,,,no,NA,a7a3af125074cb806a200f51ea7e10bf,2,-1
Just had staring contest with two huge ass doberman dogs while waiting for my mom in the car. Everytime they lost they started to bark and whine and go crazy.,2,2,,,yes,1,61e7f6145fd03d709cabbde3faf33412,1,-3
Just had to do timed online assessment. The signal dropped out at the very begining and by the time reconnected had minutes to complete it. Talk about an adrenaline rush....,2,2,,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,1,-1
just had very enriching and mind opening conversation.it really made my night!!! Marina Rincon Bermudez Adilene Lopez Ma.guadalupe Perez Suarez,2,2,,,no,NA,7175a46eaf9d0a6e00c562bfaa614360,2,-1
Just had wonderful hour long conversation with my little sister because it's her th birthday! Happy Birthday Kyla Fletcher! =D,2,2,,,no,NA,c0289bdb4cd4eda90653b2c84af61e03,4,-1
"Just heard about Brittany Murphy, gees only ....I always thought she was funny, and cool that she was from NJ...:-(",1,2,1,,yes,1,673624376cb47f14958e55c55d15f85c,2,-1
Just purchased $ subscription to MATH site for school...FML. Gotta run and deposit check before school because get out at today!!! Enjoy the structure and free classes of high school while you can!,1,2,2,,yes,1,4764518d32334248e6ebbf681a18fd0c,4,-1
Just read Bleach chapter . It was AMAZING. That many chapters and it is still going and just start to love it more and more. The fighting that is about to come up....well have feeling that it will be epic. :D,2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,3,-3
Just saw on the news that Penrith got hit the worst by the storm and we got mm of rain in minutes or so :),2,2,,,yes,1,f358b75c71d85c91ec0452c6114e3b15,2,-3
"just so you know, johnny depp is my new favorite actor. cause not all of his movies are pg- for the wrong reasons. (insert cough and jim carreys name here). =)",2,2,,,yes,1,97f81977a2a65e27bfc41ff2e3f6591e,2,-2
"Just told three freshmens to shut their mouth in the library...now every once in while they over at me all scared, lol, anyway Im up to eight pages now, YAY!!!!",2,2,,,yes,1,ccd134a9a901e5562f3dff0f69305eba,2,-5
"Just walked out the doors of Target...and have to be back at work in hours. Do really have time to eat, shower, and sleep?",1,2,2,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,1,-1
"Just watched /Singin' in the Rain/"" . . . Gene Kelly makes his dancing look effortless and like a lot of fun. What a talent.""",2,2,,,no,NA,NA,2,-1
"Just watched /Singin' in the Rain/"" . . . Gene Kelly makes his dancing look effortless and like a lot of fun. What a talent.""",2,2,,,no,NA,NA,2,-1
Just watched an awesome movie called 'Infamous'. It was so very good! One of those one of a kind movies. Go get it !,2,2,,,no,NA,NA,5,-1
Just watched an awesome movie called 'Infamous'. It was so very good! One of those one of a kind movies. Go get it !,2,2,,,no,NA,NA,5,-1
"kinda wants to follow the lyrics of one Annie Lennox: let the rain fall down, let the wind blow through me.",1,2,1,,no,NA,1e84bfe1c9bbd549913aad1bc57c8878,1,-1
"la dafne redut? - zd?!lo se mi amorovi, apollonovi, venu??i dafn??... p?i??lo mi, jako bych chvilku le??el tr?!v? lu??n??ch les?... dokonalost. je??t? te? mi cel?? ve?er rezonuje t?lem!",2,2,,,no,NA,3e61391d06340a430182ec676ed47eaf,2,-1
"Lab in about an hour. Mr. Turner: /Be sure to have your gloves and goggles today because you will be handling things that could burn holes in your clothes./"" Whoo.""",2,2,,,yes,1,cea00424ced413c108d878b1a14f3316,1,-1
Last day of classes!!! Textbooks still for sale. I'm broke and begging. Someone please by those things. Please? It's good deal. promise. Or direct me to someone who will by them.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,3,-3
last night of arsenic and despite the sheer trainwreck of thursday and the lack of time to learn lines it's been fun,2,2,,,no,NA,f8708568eff1535c85247b28dc126f9b,2,-2
"last night was fun, looking forward to good day that includes seeing my mom, getting some pumpkin pie, and maybe seeing some friends again =]",2,2,,,no,NA,94e74338be6a3b01c918bb2e90fc5d25,3,-1
Laugh when you can..?. Apologize when you should..?. And let go of what you can't change..?. Love deeply & forgive quickly..?. Take chances & give your everything..?. Life is too short to be anything but happy..?. You have to take the good with the bad...? Love what you have..?. Always remember what you had..?. Forgive & forget.?..and always remember that life goes on..?. Post if you agree? Life can be short?,2,2,,,yes,1,276d9dae51d0748f843b3525458ef54e,3,-2
Learned that walking around for - hours after no excercise results in blister and nearly collapsing from exhaustion x.x yet i still choose to keep walking ._. stupid sandy -_-,1,2,2,,yes,1,8c393982479748c5a53acaa7a3717c71,2,-3
"Leave one word comment that you think best describes me. Only one word, no more. Then copy and paste this to your wall so can leave comment about you.....",2,2,,,no,NA,0e3fdb89c7706b13891170ab2a9017c7,2,-1
"Life and death appeared to me ideal bounds, which should first break through, and pour torrent of light into our dark world. Mary Wollstonecraft Shelley",2,2,,,yes,1,276d9dae51d0748f843b3525458ef54e,1,-3
"Life is changing fast, some bad things have happened to make it more challenging but im glad and actually pretty damn happy",2,2,,,no,NA,ec3dc451b8a811f05ace158a0d76e32e,3,-2
"Life is like box of chocolates: no matter what you do, you always magically end up picking the stupid icky coconut one first.",2,2,,,yes,2,e6ed9de01fb655f94a17529d7d67cfeb,3,-3
Like my status and I'll tell you: . How we met. . My first impression of you. . What like MOST about you. . Favorite memory with you. But if you like this you must put it as your status.,2,2,,,yes,1,b8565b3da9da49946312ce3a6d1efe86,2,-1
Like the brightest star you shine.. Ashley baby.. You make me feel so alive got purpose once again! =Escape The Fate= :D,2,2,,,yes,1,968157017daec34ee86050fe9bd72293,2,-1
"Like, half the school is going LARPing this weekend -- even more incentive to get this chainmail fixed.",2,2,,,no,NA,30723e9e5ecfe6d20e5e67d1163e3965,1,-1
"Lindsey Lohan? Who? can't believe the news coverage being given to spoiled yr. old. Here are few young people worth knowing about: Justin Allen , Brett Linley , Matt Weikert , Justus Bartett , Dave Santos , Chase Stanley , Jesse Reed , Matthew King , Christopher Goeke , & Sheldon Tate . These -somethings gave their LIVES for you this week. Repost if you support the Military.",2,2,,,yes,1,474e446425a247a5f09da72830cd2990,2,-2
listening to hardstyle and dubstep online fun stuff next figure out how to suffle lol that will be fun,2,2,,,yes,1,08074f06d6882e73b4db242b38be237a,2,-1
"Locked out again, but thanks to my new bike was able to deposit money on skyrim, and get job app to red letter! -gotta love bikes",2,2,,,yes,1,748b929276449add1cb3bb5985e85fa1,3,-1
"lol i'm such an idiot. i'm writing this really creepy story in my room and then all of the sudden there's this strange sound outside my window. so of course i freak out but i suck it up and look out. nothing there. i actually go outside (like i said, idiot) and find freaking cat under my window. so i freezed my butt off for some insane cat. and then i lock myself out of my house. really.",1,2,4,,yes,1,6262f9ea246e00408561aa9a73c49175,2,-4
"Lol, omg, just scared the beejezus outta my poor daughter, think the kid actually stayed in the air for couple seconds!",2,2,,,yes,1,b5e2618b5f098dd6f94f794f354b1815,2,-4
"look at them yoyo's that's the way you do it, playin the guitar on the mtv, that ain't workin, that's the way you do it, money for nothin and chicks for free",2,2,,,yes,1,beeb68b947eaec4a55a9d8d20a7c5b52,1,-1
looked up my last name on urban dictionary: /A last name invented to piss off the telemarketers.'Hello,2,2,,,yes,1,7959e48a5c9869a5eb172935f082daa4,1,-3
Looking for job? Here's an article about companies that are hiring: //articles//photos//top- -companies-hiring-now// //?ncid=webmaildl,2,2,,,yes,1,NA,1,-1
Looking normal when you're out with beautiful friend in snazzy outfit just makes you feel that much more frumpy when you're tired!,1,2,2,,no,NA,82e932005d8c94bb93bcb54fa19f421c,4,-2
"Looking through photos to make an album (using an old German book), have two photos of my half sister as child, as result of my mothers negative feelings about my father being pushed onto us without the ability to work through them. I've missed the opportunity to have younger sister growing up - it makes me maudlin",1,2,2,,yes,1,2549774d68d7ccbcba069afb45c7e237,1,-2
"Looking to get rid of: Diamond Flush Collection: 8's (x4), 9's (x2), 10's (x4), Jacks (x4), Queens (x5), Kings (x3), Ace (x2) Heart Flush Collection: 9, 10, Jack, Queen, King, Ace",2,2,,,no,NA,NA,1,-2
"looking up all the necessary driving directions for my road trip to NJ on friday. Cinderella and The Scorpions. Three days. Most likely the first and last time will ever see the greatest german rockers of all time; as for Cinderella, bet they'll be around for while still :D but seriously THREE DAYS...",2,2,,,no,NA,55a72284594fdda49b22a6610b9b91d6,3,-2
Looks as if my Grandma {Who now has facebook} cut my wonderful cousin out of picture and it's just me... Sorry wonderful sistah 'o mine.,2,2,,,yes,1,b6f1257ff213585723c66e253d2b92f7,3,-2
Looks like it's always up to the sequence of events. It's silly how actually thought everything could instantly change.,1,2,2,,yes,1,3e6f69fc89da71e8237c717ac218677b,2,-2
"Lord of the Rings is LONG series. Three movies, all of which are like hours to go HALFWAY AROUND THE WORLD. still say it doesn't take MOVIES TO GO HALFWAY AROUND THE EARTH! it was violent so that makes up for some of it",2,2,,,no,NA,5c31d7d80e78643cd5289acec0561d77,2,-3
