text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
Q: What is the difference between cricket and football ? A: Football is slightly MORE interesting than watching grass grow.,87ab3ba2cf5dd6ef4f4807a754dd968b,2,2,,NA,,yes,2,-1
Hey guys......Rosie (my dog) just died. My dad and had her put to sleep around because her kidneys were at % functioning or lower. :( So if I'm not at school tomorrow that's the reason. We knew something was wrong with Rosie earlyer this week....... my family and were right. If you want to know more just ask. (she was - yr. old.),84d1a2573b06e86b12370ce2c7563117,1,2,,5,,yes,2,-2
"I'm so happy i don't start school till September, but i miss everyone already.( who has left for college.) :(",84d1a2573b06e86b12370ce2c7563117,1,2,,2,,yes,2,-2
Just drove on and in San Francisco and it was my first time on the interstate and i didn't have an accident. My little gray cells are now very tired.,84d1a2573b06e86b12370ce2c7563117,2,2,,NA,,yes,1,-3
"She finally drank her pain away little at time, but she never could get drunk enough to get him off her mind until the night she put that bottle to her head and pulled the trigger...",82e932005d8c94bb93bcb54fa19f421c,1,1,y,4,catastrophizing,yes,1,-4
"So, was having some weird symptoms, like breaking out with random RWJ quotes, having the insane urge to kill mice, and being paranoid about my bathroom cleaner. decided to go to the doctor, and it's true! have SQUAIDS!!!!!",82e932005d8c94bb93bcb54fa19f421c,1,1,,3,emotional reasoning,yes,3,-3
"*Reality strikes again. Helpless, you watch as it crushes your dreams and aspirations, pummeling them into the asphalt with thundering strokes. Black hands of depression snake around your throat and sinister smirk longs to plant the kiss of death on your-* What? Oh, yeah. My guests left and have to go back to work now.",82e932005d8c94bb93bcb54fa19f421c,1,2,,3,,yes,3,-4
"All ready to get three hours of sleep after freakin' epic day! Then up for more epic days! Lions and tigers and bears, holy crap!",82e932005d8c94bb93bcb54fa19f421c,1,2,,3,,yes,3,-4
"And this is why don't go to bed early. Inevitably, will wake up around and not be able to fall back asleep. Stupid circadian rhythm...why can't it just leave me alone??",82e932005d8c94bb93bcb54fa19f421c,1,2,,3,,yes,1,-3
Can nothing allay the fear and insecurity that are always tightening their grip on me? Answers to the question are equally as elusive as real solution to the inner problem.,82e932005d8c94bb93bcb54fa19f421c,1,2,,1,,yes,1,-4
"How else can afford solid gold Humvee??? And diamond-studded swimmin' pools, these things don't grow on trees! So all ask is everybody please, don't download this song!",82e932005d8c94bb93bcb54fa19f421c,1,2,,2,,yes,4,-1
"I'm sorry, but I'm not giving up. That's just not how it works. So will be here, waiting for better reason for me not to. Final answer.",82e932005d8c94bb93bcb54fa19f421c,1,2,,2,,yes,2,-2
Looking normal when you're out with beautiful friend in snazzy outfit just makes you feel that much more frumpy when you're tired!,82e932005d8c94bb93bcb54fa19f421c,1,2,,2,,no,4,-2
"Finally home. Now all that's left to do is read books, watch movies, and wait for interesting persons to appear to talk to!",82e932005d8c94bb93bcb54fa19f421c,2,2,,NA,,no,3,-1
"I have the Hamster Dance stuck in my head. Well, looks like I'll be sitting here, bobbing up and down while running on my virtual wheel, munching carrot...*bounce bounce bounce",82e932005d8c94bb93bcb54fa19f421c,2,2,,NA,,yes,2,-1
Inside every package of pre-blessed food are two tickets to Heaven. Share with family and friends to make sure you go upstairs when you fall down stairs!,82e932005d8c94bb93bcb54fa19f421c,2,2,,NA,,yes,3,-1
"just boppin' along, reading my literature <<This ain't song for the brokenhearted>> wondering about the state of my duodenum and contemplating cranial sutures and wondering where my room went and why all my clothes are covering it up??",82e932005d8c94bb93bcb54fa19f421c,2,2,,NA,,yes,1,-5
"Your getting married! Go to your profile and look at your friends, no cheating! Person you marry: Ty Orton hahaha oh my. Best man: Corey J. Dye yay me!!! Person who tries to stop you: Beth Thompson lol!!! Wedding crasher: Tirzah Cadicamo yahoo!!!!! The priest: Clerissa Elizabeth Salazar oh god hahahaha this'll be great The person who ate the cake: Savannah Disbrow knew it!! Wasted and dances with everyone: Amy West uh oh!! no!!",82e932005d8c94bb93bcb54fa19f421c,2,2,,NA,,no,4,-4
"To kill man in paroxysm of passion is understandable, but to have him killed by someone else after calm and serious meditation and on the pretext of duty honourably discharged is incomprehensible. - Marquis de Sade",8203a6773a849317241320a1f58ff9c7,1,2,y,2,,yes,3,-4
"Well since age twelve, I've felt like I'm someone else Cause hung my original self from the top bunk with belt",8203a6773a849317241320a1f58ff9c7,1,2,,2,,yes,2,-1
I'm selling the following games for PS for dollars piece. guarantee that is cheaper than retail price. Offer runs out when acquire enough wealth to buy Minecraft ( dollars). That means only two of these five fine titles are to be sold before the offer is CLOSED. Buy buy buy! Uncharted : Among Thieves Assassin's Creed II Heavy Rain The Orange Box Dragon Age: Origins,8203a6773a849317241320a1f58ff9c7,2,2,,NA,,yes,3,-2
"Just got Black Ops. If anyone wants to play, got PS and my name on there is /LowArtGloominati/"". Thanks to those who wished me happy birthday and thanks to anymore who wish me it in the coming hours of today.""",8203a6773a849317241320a1f58ff9c7,2,2,,NA,,yes,2,-2
"there is word that's like you, because it can be noun, verb, an exclamation or the thing that say when something is unbelievable when i am not able to believe, how unbelievably, unbelievable that you believe that you could not be leavable that's when have to say WOW",8203a6773a849317241320a1f58ff9c7,2,2,,NA,,yes,3,-2
"Watching Dexter: Season .... Again. love this particular season of Dexter, because love the interactions between Dexter and Doakes. Season is better, though.",8203a6773a849317241320a1f58ff9c7,2,2,,NA,,no,3,-1
First day back from the weekend and things are already getting interesting. wonder what news tomorrow will bring?,802ee999690da0796de8f001fd30c658,2,2,,NA,,yes,2,-1
Today has been the definition of AWESOME. Just one more thing and it has the potential of being perfect! Anybody care to take whack at what I'm thinking?,802ee999690da0796de8f001fd30c658,2,2,,NA,,yes,4,-2
"Can't...hold...on...much...looooongerrrrrrrr! Actually, think can make it another - days. It's just gonna be really tight trying to in-process, get my leave set up, and get ready for Christmas in the space of days.",7fc29084716097cb81f5be35b7290392,1,2,,2,,yes,3,-1
Class dinner today! We graduate on Tuesday and then we have to change buildings and classmates. It's been great while it lasted guys!,7fc29084716097cb81f5be35b7290392,2,2,,NA,,yes,4,-1
"Unless can get hold of Flight Medical tomorrow, there's no way I'll be outta here this week! Why isn't anything ever as it should be?",7fc29084716097cb81f5be35b7290392,2,2,,NA,,yes,2,-1
"Ever get in fight with yourself , not talk to yourself for days , have to admit to yourself you were wrong and finally apologize to yourself?",7f1e19cf6c828b2b6a6953fa127a0351,1,2,,3,,yes,1,-3
"Going to the outskirts for the day. If needed to be contacted, please tweet /lol emergency sorta/"" or call - -IHA-TEU which will then triangulate your location and forward you to my main celluar function after completing series rigirious brain tasks. Good Luck ;)""",7f1e19cf6c828b2b6a6953fa127a0351,2,2,,NA,,yes,3,-2
"Pressure, under pressure. Pressure pushing down on me Pressing down on you, no man asked for. Under pressure, that burns building down. This is ourselves under pressure, under pressure, pressure.",7f1e19cf6c828b2b6a6953fa127a0351,2,2,,NA,,yes,1,-2
Sees change brewing. The only question thats stands is whether is will be good or bad or little of both.,7f1e19cf6c828b2b6a6953fa127a0351,2,2,,NA,,mixed,3,-2
"We had sparring tonight in TSD. We did some point matches too, got win, lose and tied with Kayla. We were evenly matched overall, but see got in the final point. This night was EPIC... ;)",7f1e19cf6c828b2b6a6953fa127a0351,2,2,,NA,,yes,2,-2
Attention attention we have been invaded by aliens - the Grocs have officially landed - may God save our souls,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,yes,2,-2
has the tv remote on Friday!! And is watching briliantly mind numbing cabbage tv - god i've missed it!,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,yes,2,-3
is going to bed zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz pished night night everyone lov youuuuuuuuuuuuuuuuuuuuuuuu!,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,yes,3,-1
is really surprised that its raining again - almost as surprised as she was to realise she hadnt won the lottery again - pfft - life - full of surprises!,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,yes,2,-1
three more sleeps til Thursday - the new Friday and two weeks - yes you heard it right TWO weeks leave - woo hoo!,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,no,2,-1
wonders why she wastes energy telling kids anything seeing as they freakin well know more then Einstein,7e450a79b8bacd420727a5dd9305f8d8,2,2,,NA,,yes,1,-2
"Is wondering why people ask tall people if they play basketball, but not ask short people if they work for Willy Wonka!",7bb9346a8742de88bf2f48d622bf1057,2,2,,NA,,yes,2,-1
i just became diabetic and overweight all thanks to wonderful lasagna i just ate. it was worth every bite.,7a34c9c7e776fbf964d6da8a5c191557,1,2,,1,,yes,3,-2
"To kick start the weekend, got food poisoning! :( ... have my suspicion for that ramen served by that overly friendly woman or those mall samples left out in the open and the list goes on...",7a34c9c7e776fbf964d6da8a5c191557,1,2,,4,,yes,2,-4
"... notifications, all from Carolina Barros commenting and liking everything on my profile to spam the heck out of me. Wow... thanks. XD",7959e48a5c9869a5eb172935f082daa4,2,2,,NA,,yes,3,-2
"Hi, next two years of happiness. got braces this morning. Bye, next two years of happiness. Kidding- they aren`t that bad... just have to cover my mouth when talk for the next two years. :P",7959e48a5c9869a5eb172935f082daa4,2,2,,NA,,yes,3,-2
looked up my last name on urban dictionary: /A last name invented to piss off the telemarketers.'Hello,7959e48a5c9869a5eb172935f082daa4,2,2,,NA,,yes,1,-3
This Providence. The Scene Aesthetic. Relient K. @Carolina Barros @Pan Zheng Free concert. Four hours. My feet hurt now. XP,7959e48a5c9869a5eb172935f082daa4,2,2,,NA,,yes,2,-3
I had dream about the most delicious chocolate waffles and Linda Nguyen was in it and Dung Dang and Diana Huynh and Kim Mai and not Anh Tuyet Tran we're all trying to decide where to get the best chocolate...mmmm...Let's go Max Brenner,78d507493c70c1d8aa7df1fbffbafda8,2,2,,NA,,yes,3,-1
"It took me years to realise that was the only asian in all my psych classes. Now it makes sense why people always remember me... am /The Asian/"".""",78d507493c70c1d8aa7df1fbffbafda8,2,2,,NA,,yes,1,-1
"you will never know who am, and you will never know who am not, but most importantly, you will never know who you are either.",77ad12a1c7a2a2ef6c16f9b053b8b9bc,1,1,,2,mind-reading,yes,1,-1
"brush your body against mine, let it be stained by trenchant movement, and suffice your words by staying silent.",77ad12a1c7a2a2ef6c16f9b053b8b9bc,2,2,,NA,,no,1,-2
"since we've been wrong, I've been part awake, since we've been wrong, you will never, ever know me. What took you so long?",77ad12a1c7a2a2ef6c16f9b053b8b9bc,2,2,,NA,,no,1,-2
"I miss when there used to be education in educational television. You know... When History Channel wasn't filled with WII Documentaries, and reality television bull.",74dbe25adb304907217314e9e1a61037,1,2,,2,,yes,2,-2
"Stopping the dream journal, because I'm % sure about few things. . My dreams are pain in the butt. Even for me! . Most dreams consist of memories within recent, or long time ago. . My dreams happen whenever the heck they want, so shouldn't bother with them. :p think I've had them more often since the journal, though. ://",74dbe25adb304907217314e9e1a61037,1,2,,2,,no,2,-4
"I saw this thing about the environmental state of the Florida Everglades, and it got me thinking about all the landscapes over the USA.. Wasn't almost all natural landscapes worldwide in that one country? Doesn't that make the US one big environmental wonderland? :p I'm just thinking. :P",74dbe25adb304907217314e9e1a61037,2,2,,NA,,yes,2,-1
"You know what's odd? People deeply involved with religion tend to discover the things most devout Christians find so heretical. mean, just look at Mendel? He discovered genetics. Darwin? He discovered evolution, which is aided scientifically by genetics. Now, both of them were involved with religion. Darwin assumed he was Clergyman, when the term for his career now is Parson-Naturalist.",74dbe25adb304907217314e9e1a61037,2,2,,NA,,yes,1,-1
"Jeez thought it was gone, you'd think your insomnia had disappeared if youd had good nights sleep for two months, but nope it's back, and this audio hallucinogenic deep sleep music and herbal sleep tea isent doin anything for it, damn insomnia",748b929276449add1cb3bb5985e85fa1,1,2,,3,,yes,3,-2
"Anyone know the password and username to the Borah databases, i have an AP project in dire need of completion",748b929276449add1cb3bb5985e85fa1,2,2,,NA,,yes,1,-2
"Locked out again, but thanks to my new bike was able to deposit money on skyrim, and get job app to red letter! -gotta love bikes",748b929276449add1cb3bb5985e85fa1,2,2,,NA,,yes,3,-1
"When my son Johnny was about years old, my Uncle gave him signed Stan Musial baseball. One day, Johnny decides he wants to play catch with his Dad. John was throwing the ball for about minutes before he looked at it. Guess which ball it was that Johnny brought to play catch? Needless to say, could here John yelling and cursing from inside the house.",74013e82812ab01a19624acd2eb5e7a6,2,2,,NA,,no,1,-1
Amazing how math tests on the weekend can almost ruin your plans... key word is almost. Wish me luck!,733924d2f62385907d4460bc626bd105,1,2,,3,,yes,3,-2
I hope the Senate does its job and votes according to the voice of the people... like the % that don't want sell their agency and their souls to the gov't for an uneffective and socialistic healthcare. Thanks Mr. President and the House! Thanks for screwing over and not listening to the American people!,733924d2f62385907d4460bc626bd105,2,2,,NA,,yes,3,-1
"is going to be loving going home Christmas break! Family, Christmas, basketball, Third Eye Blind concert... it is going to be wonderful.",733924d2f62385907d4460bc626bd105,2,2,,NA,,yes,5,-1
Anybody who understands CampusFrance (or who knows what my goals are) should probably finish this thing for me. ugh.,7319abebc084bd708234de226b11706a,1,2,,1,,no,1,-3
"wonders if she is actually enrolled to go to Actilingua in weeks, and is very discontented with Grace at the moment.",7319abebc084bd708234de226b11706a,2,2,,NA,,yes,1,-3
"Even though the homestay class has been cancelled for this semester, am now free to participate in the annual Tennessee Area Japanese Speech Contest again! Any ideas on what sort of topic should pick? I'm open to suggestions. ^_^",71f9aec34db909bb7b0a5171e695edd9,2,2,,NA,,yes,1,-3
I just returned from family reunion. Why is it that only see so many relatives at funerals or reunions?,71f9aec34db909bb7b0a5171e695edd9,2,2,,NA,,yes,1,-1
"is starting her second week at Landmark and looking forward to some good food, interesting adventures, and getting to know people and Putney better.",71f9aec34db909bb7b0a5171e695edd9,2,2,,NA,,yes,2,-1
"Just finished watching Jet Li's Fearless. In my opinion, it's martial arts film that's well worth watching for its themes of honor, loyalty, redemption, and determination.",71f9aec34db909bb7b0a5171e695edd9,2,2,,NA,,yes,2,-1
When you try your best but you don't succeed.When you get what you want but not what you need.When you feel so tired but can't sleep.Stuck in reverse.And the tears come streaming down your face.When you lose something you can't replace.When you love someone but it goes to waste.Could it be worse?.........Fix You ( !dP!@y),7175a46eaf9d0a6e00c562bfaa614360,1,1,y,4,negative filter,yes,3,-4
"You ask me about regret? Let me tell you few things about regret, my darling. There is no end to it. You cannot find the beginning of the chain that brought us from there to here. Should you regret the whole chain, and the air in between, or each link separately, as if you could uncouple them? Do you regret the beginning which ended so badly, or just the ending itself?",7175a46eaf9d0a6e00c562bfaa614360,1,2,,2,,yes,3,-2
"good times for chance see, the luck i've had can make good (wo)man turn bad...so please please please, let me let me let me, let me get what i want.",7175a46eaf9d0a6e00c562bfaa614360,2,2,,NA,,yes,4,-2
I want to hear drums and my hearts drum.I guess we never know what to become. Well i didnt know that this was such problem.It's gonna get better when we solve them.....Shout Out Louds-,7175a46eaf9d0a6e00c562bfaa614360,2,2,,NA,,yes,2,-2
just had very enriching and mind opening conversation.it really made my night!!! Marina Rincon Bermudez Adilene Lopez Ma.guadalupe Perez Suarez,7175a46eaf9d0a6e00c562bfaa614360,2,2,,NA,,no,2,-1
Sewing fail: whilst sewing up ripped seam in my (wonderful) coat things were going in an acceptable fashion. Then accidentally sewed my thumb to my coat... -.-,71469de066cfab67bc4463ef1a74ba25,1,2,,2,,yes,3,-3
"A message intended for those people who attended the prom (and more specifically, have seen pictures of) last night: well done all of you, have yet to see photograph of anyone looking anything but splendid! Hope you all enjoyed yourselves too. :) xx",71469de066cfab67bc4463ef1a74ba25,2,2,,NA,,no,4,-1
Good luck to all with exams tomorrow or just upcoming! If you have any uncertainties and//or question please feel free to raise them to me. can not guarantee the effectiveness of any help can give but will certainly give it and do the best can.,71469de066cfab67bc4463ef1a74ba25,2,2,,NA,,yes,4,-1
I may have just experienced an epiphany: My sanity is indubitable! For person can not doubt what somewhat evidently does not exist. Feel free to discuss if you should so wish.,71469de066cfab67bc4463ef1a74ba25,2,2,,NA,,yes,2,-1
"My bedroom is now tidy! Yay! ...Okay, it's not exactly tidy but there are no longer nails and bits of glass and various and sundry pieces of random junk about... Tidy is relative term!! XP",71469de066cfab67bc4463ef1a74ba25,2,2,,NA,,yes,3,-2
Why are physicists not very good at sex? Because every time they find the momentum they lose the position and every time they find the position they lose the momentum. can not make comment on the accuracy of the above.,71469de066cfab67bc4463ef1a74ba25,2,2,,NA,,yes,1,-2
Didn't expect that Electronics Expo would be so exhausting .... had to rest and eat after going through one area ... and there were more,6bfd37c25ce5f065b34924d28c088e91,1,2,,2,,no,1,-2
"I had another one of those dreams last night, crazier than any Lewis Carroll book, as usual. dunno why people think his stuff's so out-there. It's really not.",6bbc96794b1de1d531ad1168dd4da8a8,2,2,,NA,,yes,1,-1
It's very nice outside. With any luck this wind will bring in another storm before the heat arrives. Goodnight.,6bbc96794b1de1d531ad1168dd4da8a8,2,2,,NA,,yes,4,-2
"Tea with toast and jam, anyone? ...Someone got peanut butter in my jelly. How awfully depressing that makes things...",6bbc96794b1de1d531ad1168dd4da8a8,2,2,,NA,,yes,1,-5
"Well, am very proud to say that my English paper is finally complete.Just about one week left till summer now. HUZZaH! @_@ am so ready..",6bbc96794b1de1d531ad1168dd4da8a8,2,2,,NA,,yes,4,-1
"My mom came out of her room holding her phone and cup and asked me, /Do you want blackberry?/"" thought she wanted to buy me new phone but she set her cup down and said",682d8b0e89338b89a9bfeec286eee938,2,2,,NA,,no,1,-1
"My PSY (Human Sexuality) course is crazy. Butt plugs, lesbians, BDSM, and /disabled/"" sex were just few of the interesting topics discussed today. can tell I'm going to enjoy this class",682d8b0e89338b89a9bfeec286eee938,2,2,,NA,,yes,3,-2
"So, it seems to me that in some Balkan countries it is still so more important (as has always been) one to have great muscles then great brain and hearth! Totaly disappointing! :(",67f1bddbdb60c7f4a82c9ae9e88d4e28,1,2,,2,,yes,4,-4
"Are love and competition compatible? They are not and could never be, because the root of competition is in fear and where is love, fear is not. So capitalism itself is based on fear.",67f1bddbdb60c7f4a82c9ae9e88d4e28,2,2,,NA,,no,3,-4
"True friends can go long periods of time without speaking & never question their friendship & pick up like they just spoke yesterday, regardless of how long it has been........REPOST if you are lucky enough to have at least one.",673624376cb47f14958e55c55d15f85c,1,1,y,1,overgeneralization/all-or-nothing,yes,2,-2
"Just heard about Brittany Murphy, gees only ....I always thought she was funny, and cool that she was from NJ...:-(",673624376cb47f14958e55c55d15f85c,1,2,,1,,yes,2,-1
"Enjoying Beetles.. music like sea spray drops, crashing against the wet thirsty rocks!! .. all in slowmo..",66e63156182f797069f4aa553ca4289d,2,2,,NA,,yes,3,-2
"Freezing cold room + burrowing into pile of blankets = < - so cozy...it'll be hard to wake up in the morning, already know LOL",66495ec54feb9e2399db05a67a80f2c6,2,2,,NA,,no,2,-2
"Had great few days hanging out with Suzy Babbitt, Jenn Oldenburg, and Karissa Snelling ..you guys make me laugh too much haha good times, good times! :)",66495ec54feb9e2399db05a67a80f2c6,2,2,,NA,,no,4,-1
"Ohhh The Office < /say we're the tour manager for Justin Bieber and we're giving away free tickets .../""-Jim /""who's Justice Beaver?/""-Dwight /""he's.. crime fighting beaver./"" -Jim""",66495ec54feb9e2399db05a67a80f2c6,2,2,,NA,,yes,2,-3
"Passin this on from my dad..any Salem//WOU people (or anyone, really, lol) know if there is non-denominational church in Salem where the pastor signs for him//herself (i.e. /Deaf Church/"")? If so",66495ec54feb9e2399db05a67a80f2c6,2,2,,NA,,no,3,-1
"Take home final..done! Just one more final tomorrow afternoon and then am dooonnee with school work..woohooo!! Graduation, here come :)",66495ec54feb9e2399db05a67a80f2c6,2,2,,NA,,yes,2,-1
"is looking at digital cams, anyone know which is the best, dont want another big chunky nikon SLR, rather have lil digital cam :P looking at Sony Cybershot DSC-WX but if theres better one someone tellz me :)",65266a09dc3d274bed54447cf4565392,2,2,,NA,,yes,2,-1
"Dear mr spider, please stop building ur web across my path... Thats twice now since yesterday i have walked through it by mistake, i dont think i can cope if climb on me again. know i look like an idiot jumping up and down screaming, and yes the ppl on my street have seen me do it :(",64463aa93c9145fa0724a9e89ea7be2a,1,2,,3,,yes,3,-4
"has busy day tomorrow, got pile of ironing almost as big as the ceiling :( need to dye my hair as its not blue, more purple with brown roots!! Attractive!! And have to defrost my freezer... very boring... but first its Friday!!! lets get drunk :D",64463aa93c9145fa0724a9e89ea7be2a,1,2,,2,,no,3,-3
"would like Father Christmas to come and fix her gas meter, after three days of waiting for British Gas to come and do it, she has decided to call in the big guns!!! :)",64463aa93c9145fa0724a9e89ea7be2a,1,2,,3,,no,1,-3
had good night last night :) and lovely day today with her family at Bolton Abbey and is really happy to have such amazing people in her life,64463aa93c9145fa0724a9e89ea7be2a,2,2,,NA,,yes,3,-1
"loved the David Tennant Casanova reference in Doctor Who, but thinks she is the only one that got it :)",64463aa93c9145fa0724a9e89ea7be2a,2,2,,NA,,no,4,-1
Wie is de Mol? Na het vertrek van mijn Mol zou ik het ??cht niet meer weten. Eens zien of ik van deze aflevering wijzer word.,643c292ac3a108f46c38a25a1654c77a,2,2,,NA,,yes,1,-1
"Dear Gamestop, Kindly go jump off cliff and quit screwing me over. Sincerely, very pissed off customer.",6262f9ea246e00408561aa9a73c49175,1,2,,4,,yes,1,-4
Don't you hate it when your watching movie and you pick favorite character and then not even minutes later he dies? Happened to me at least times -.-,6262f9ea246e00408561aa9a73c49175,1,2,,3,,yes,2,-4
"lol i'm such an idiot. i'm writing this really creepy story in my room and then all of the sudden there's this strange sound outside my window. so of course i freak out but i suck it up and look out. nothing there. i actually go outside (like i said, idiot) and find freaking cat under my window. so i freezed my butt off for some insane cat. and then i lock myself out of my house. really.",6262f9ea246e00408561aa9a73c49175,1,2,,4,,yes,2,-4
"The world is vampire, sent to drain. Secret destroyers, hold you up to the flames. And what do get for my pain? Betrayed desires, and piece of the game.",6262f9ea246e00408561aa9a73c49175,1,2,,3,,yes,1,-4
you know what i don't understand? In the th century women weren't suppossed to be smarter than men and yet the only acceptable career for women was teaching. Don't you kinda have to be smarter than most in order to teach the next generation?,6262f9ea246e00408561aa9a73c49175,1,2,,1,,yes,2,-1
*almost asleep* *phone vibrates* ARE YOU FREAKING KIDDING ME RIGHT NOW!? MEAN SERIOUS--Oh. It's you. ?,6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,1,-3
"/hahah! Gaucamole sounds like fancy way of saying mole. So when you say my gaucamole fell off my chip.../"" dinnertime is so amazing(:""",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,3,-1
"# , , , , , , , , You thought you were oh so clever with your number! Well, copy and pasted so THERE. BTW, how big is your ladle? ;) Anywho, can you believe thought you were the quiet one in your family??! Just goes to show first impressions mean nothing :) loves you likes sista and we need to plan another sleepover. With Batman, Robin, and Sam ;)",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,3,-1
"For all the times you went too far, for all the cuts that lead to scars, whatever made you what you are, blame you.",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,1,-2
"Grams: What colors did you paint with? Tori: Ugh gruuuee... Grams: You mean blue. Me: No grue. Green and blue. Gosh grandma, keep up.",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,no,2,-3
"If Justin Beiber was about to jump off skyscraper, % of teenage girls would panic, % would get chair, buy some popcorn, and yell /DO BACKFLIP!!/"". I'm that % who'd push him off.""",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,1,-3
"Me: When I'm living on my own, I'm going to get an orange cat and name him Joker, and get black dog and name him Batsy. This is my life plan. Leanne Fairchild: Why orange? Me: Unless they have green cats. Leanne: ........>:) there is such thing as hair dye. Me: No, we are not going to dye Joker's hair. Leanne: Awwwwww....",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,1,-1
"So really want to watch Tim Burton's Batman tonight, but want to watch it with someone. feel lonely :( hahaha! No, it's not that bad! But seriously, text or I.M. me kay? :)",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,no,2,-4
"SO! anyone remember that trip took to Europe like AGES ago? weeeelll, i decided to be good little tourist and finally uploaded pics! there are loads more, but my computer is being retarded. But why not take gander my friends?(:",6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,4,-2
The kids next door challenged me to water balloon fight?? I?'m just updating my status while wait for the kettle to boil.,6262f9ea246e00408561aa9a73c49175,2,2,,NA,,yes,1,-3
Tony: Classified? What do you got in there? Aliens? Big Foot? Ark of the Covenant? That only leaves one thing. *Tony and Zeva look at each other* Both: Unicorn.,6262f9ea246e00408561aa9a73c49175,2,2,,NA,,no,1,-1
"When people keep repeating that you'll never fall in love. When everybody keeps retreating but you can't seem to get enough. When everything feels all over, when everybody seems unkind; I'll give you four-leaf clover to take all the worry out of your mind. When tragedy befalls you, don't let them bring you down. Love can cure your problems, Your so lucky that I'm? around. Let my love open the door to your heart.",61e7f6145fd03d709cabbde3faf33412,1,1,y,2,all-or-nothing,yes,3,-4
"-/Are you guys ready?/"" -/""oh fuck no./"" -/""Oh we are so gonna regret this tomorrow./"" -/""If there even is tomorrow./"" -/""Dude",61e7f6145fd03d709cabbde3faf33412,1,1,,2,fortune telling,yes,1,-3
"/Mitsubishis and all those other cars that all you racers have nowadays are just toys. Go get yourselves real cars you jackoffs!/"" -my biology professor""",61e7f6145fd03d709cabbde3faf33412,1,2,,2,,yes,2,-1
/All living beings place their faith in someone more powerful than them and they can't survive unless they blindly follow him. The recipient seeks someone in an even higher position to escape the pressure. They then seek someone even more powerful to put his faith in. In this way,61e7f6145fd03d709cabbde3faf33412,2,2,,NA,,no,2,-2
Apparently it takes certain amount of skill to sleep naked. You can even take classes to learn how to sleep naked. That must mean some of us are natural pros,61e7f6145fd03d709cabbde3faf33412,2,2,,NA,,yes,1,-1
Just had staring contest with two huge ass doberman dogs while waiting for my mom in the car. Everytime they lost they started to bark and whine and go crazy.,61e7f6145fd03d709cabbde3faf33412,2,2,,NA,,yes,1,-3
"So far my top choices for new car are the Mazda , Scion tc, Toyota corolla, or Honda Civic. Which one which one?",61e7f6145fd03d709cabbde3faf33412,2,2,,NA,,yes,1,-1
"Thanksgiving: time for relatives, close and distant, to make fun of each other's lives and get drunk and laugh at the stupid shit we do.",61e7f6145fd03d709cabbde3faf33412,2,2,,NA,,no,2,-4
Having to hand out candy to obnoxious kids and high schoolers? Uber sucky. Mooching off 'leftover' candy? Still doesn't make having no social life okay.,60e3e76252eeacb2304d45836a7d8de8,1,2,,2,,no,1,-3
"Because he's the hero Gotham deserves, but not the one it needs right now. So we'll hunt him, because he can take it. Because he's not the hero. He's silent guardian, watchful protector. The Dark Knight.(not sure why find this funny)",60bb7f8e09c6afac6ddf111bd09c785b,2,2,,NA,,yes,3,-1
bored bored bored bored bored bored bored cord dord eord ford gord hoard iord jord kord lord mord nord oord pord quord rord sord tord uord vord word xord yord zord oh yeah and aord,5fcf46eb6809a240af3ab9bcb4f2b92f,1,2,,2,,yes,1,-2
"Tom Costain win, It was your fault not mine, you really fucked it up this time, didn't mind dear didn't mind.",5fcf46eb6809a240af3ab9bcb4f2b92f,2,2,,NA,,yes,2,-4
The fact that my parents are talking to their friends on the back porch isn't helping my falling asleep on the couch that has been my bed for three days...,5f86969fe97dd82aba8a683fe7ce6460,1,2,,3,,yes,2,-1
"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",5f86969fe97dd82aba8a683fe7ce6460,2,2,,NA,,yes,2,-1
i am waking up at four tomorrow for last minute black friday plans. because i am crazy girl who overestimates her powers of staying awake.,5f86969fe97dd82aba8a683fe7ce6460,2,2,,NA,,no,1,-2
"I had such crazy dream last night! It included train, an orchestra concert, twix bar, lady in funny hat, stupid conductor, laptop and lunch lady who thought was In college and wouldn't believe was in middleschool.",5f86969fe97dd82aba8a683fe7ce6460,2,2,,NA,,yes,2,-3
